Year,type,Category,Dollars,Category_name
2001,exp,402,284.31749805000004,Aging
2001,exp,406,117.05684367,Agriculture
2001,exp,416,494.69872817000004,Central Management
2001,exp,418,1374.86356954,Children And Family Services
2001,exp,420,765.19385955,Commerce And Economic Opportunity
2001,exp,422,319.12886616000003,Natural Resources
2001,exp,426,1271.2018237300001,Corrections
2001,exp,427,291.54904393,Employment Security
2001,exp,444,4559.15299111,Human Services
2001,exp,478,140.42073412,Family Services Net Medicaid
2001,exp,482,227.17837324,Public Health
2001,exp,492,855.6193329,Revenue
2001,exp,494,2718.31626877,Transportation
2001,exp,532,393.12374538,Environmental Protect Agency
2001,exp,557,346.13919503,Il State Toll Highway Auth
2001,exp,904,1000.12568813,State Employee Healthcare
2001,exp,910,78.40702434,Legislative
2001,exp,920,365.95941521,Judicial
2001,exp,930,568.76573013,Elected Officers
2001,exp,941,512.98188653,Public Safety
2001,exp,944,151.97823931,Bus & Profession Regulation
2001,exp,945,7187.341484529999,Medicaid
2001,exp,946,891.1103064700001,Capital Improvement
2001,exp,948,399.17485939,Other Departments
2001,exp,949,140.90948965,Other Boards & Commissions
2001,exp,959,7183.31668943,K-12 Education
2001,exp,960,2659.9799161399997,University Education
2001,exp,480,NA,Check Me!
2001,exp,903,590.04423966,Debt Service
2001,exp,970,4471.93355919,Local Govt Transfers
2002,exp,402,297.86988292,Aging
2002,exp,406,117.88280523,Agriculture
2002,exp,416,490.9750322,Central Management
2002,exp,418,1363.23544731,Children And Family Services
2002,exp,420,813.23518251,Commerce And Economic Opportunity
2002,exp,422,359.601865,Natural Resources
2002,exp,426,1332.1885510999998,Corrections
2002,exp,427,349.69499126,Employment Security
2002,exp,444,4574.02824294,Human Services
2002,exp,478,147.36709352,Family Services Net Medicaid
2002,exp,482,270.78984781,Public Health
2002,exp,492,718.40877922,Revenue
2002,exp,494,3224.01293012,Transportation
2002,exp,532,470.82742423,Environmental Protect Agency
2002,exp,557,392.74387821,Il State Toll Highway Auth
2002,exp,904,1061.93568766,State Employee Healthcare
2002,exp,910,84.4356478,Legislative
2002,exp,920,401.33915391000005,Judicial
2002,exp,930,592.44811898,Elected Officers
2002,exp,941,512.34312279,Public Safety
2002,exp,944,153.78076747,Bus & Profession Regulation
2002,exp,945,7291.78917015,Medicaid
2002,exp,946,1150.46547802,Capital Improvement
2002,exp,948,381.79574310000004,Other Departments
2002,exp,949,145.18670709,Other Boards & Commissions
2002,exp,959,7513.775633179999,K-12 Education
2002,exp,960,2915.03872959,University Education
2002,exp,480,NA,Check Me!
2002,exp,903,640.25704888,Debt Service
2002,exp,970,4300.10066935,Local Govt Transfers
2003,exp,402,304.43458239999995,Aging
2003,exp,406,92.803918,Agriculture
2003,exp,416,498.67933115,Central Management
2003,exp,418,1300.63355477,Children And Family Services
2003,exp,420,831.4560002000001,Commerce And Economic Opportunity
2003,exp,422,323.96350624,Natural Resources
2003,exp,426,1244.99931002,Corrections
2003,exp,427,387.57618931,Employment Security
2003,exp,444,4483.09527985,Human Services
2003,exp,478,309.87397834,Family Services Net Medicaid
2003,exp,482,246.53393459999998,Public Health
2003,exp,492,572.6688721,Revenue
2003,exp,494,3295.5950754200003,Transportation
2003,exp,532,467.65607642000003,Environmental Protect Agency
2003,exp,557,360.73293909,Il State Toll Highway Auth
2003,exp,904,1314.7476423,State Employee Healthcare
2003,exp,910,78.60031133,Legislative
2003,exp,920,399.61331027999995,Judicial
2003,exp,930,573.74044165,Elected Officers
2003,exp,941,526.26498034,Public Safety
2003,exp,944,153.27092033000002,Bus & Profession Regulation
2003,exp,945,7900.568223480001,Medicaid
2003,exp,946,1076.66622554,Capital Improvement
2003,exp,948,391.83191232,Other Departments
2003,exp,949,93.61956792000001,Other Boards & Commissions
2003,exp,959,7689.47472516,K-12 Education
2003,exp,960,2843.28245627,University Education
2003,exp,480,NA,Check Me!
2003,exp,903,731.2021835500001,Debt Service
2003,exp,970,4119.48820917,Local Govt Transfers
2004,exp,402,314.30140901,Aging
2004,exp,406,84.45087889,Agriculture
2004,exp,416,585.88282286,Central Management
2004,exp,418,1267.88684479,Children And Family Services
2004,exp,420,927.66722978,Commerce And Economic Opportunity
2004,exp,422,283.25136657999997,Natural Resources
2004,exp,426,1256.1638053299998,Corrections
2004,exp,427,220.03402391999998,Employment Security
2004,exp,444,4663.760792239999,Human Services
2004,exp,478,300.49337646,Family Services Net Medicaid
2004,exp,482,268.84736297,Public Health
2004,exp,492,843.18966168,Revenue
2004,exp,494,3018.86858452,Transportation
2004,exp,532,565.2232261,Environmental Protect Agency
2004,exp,557,417.18865935,Il State Toll Highway Auth
2004,exp,904,1431.56501696,State Employee Healthcare
2004,exp,910,104.84771712,Legislative
2004,exp,920,531.4230727099999,Judicial
2004,exp,930,1010.8784983,Elected Officers
2004,exp,941,495.03062845,Public Safety
2004,exp,944,145.95277934,Bus & Profession Regulation
2004,exp,945,10061.413063850001,Medicaid
2004,exp,946,834.37242966,Capital Improvement
2004,exp,948,1486.8871599000001,Other Departments
2004,exp,949,87.32587486,Other Boards & Commissions
2004,exp,959,12217.844895729999,K-12 Education
2004,exp,960,4055.7395644000003,University Education
2004,exp,480,NA,Check Me!
2004,exp,903,1288.58426201,Debt Service
2004,exp,970,4256.60560819,Local Govt Transfers
2005,exp,402,402.97646402,Aging
2005,exp,406,74.70461309999999,Agriculture
2005,exp,416,720.96573069,Central Management
2005,exp,418,1237.5480684200002,Children And Family Services
2005,exp,420,424.34329541000005,Commerce And Economic Opportunity
2005,exp,422,249.26126116,Natural Resources
2005,exp,426,1284.6665139200002,Corrections
2005,exp,427,205.0136505,Employment Security
2005,exp,444,4796.47350078,Human Services
2005,exp,478,492.86417323,Family Services Net Medicaid
2005,exp,482,295.45021843,Public Health
2005,exp,492,729.86260105,Revenue
2005,exp,494,2681.02294041,Transportation
2005,exp,532,384.41357217,Environmental Protect Agency
2005,exp,557,479.32018221,Il State Toll Highway Auth
2005,exp,904,1522.69660054,State Employee Healthcare
2005,exp,910,80.20148364,Legislative
2005,exp,920,412.49677851,Judicial
2005,exp,930,563.41076341,Elected Officers
2005,exp,941,566.80811738,Public Safety
2005,exp,944,183.90838049,Bus & Profession Regulation
2005,exp,945,9529.546222559999,Medicaid
2005,exp,946,582.68710374,Capital Improvement
2005,exp,948,161.65090781,Other Departments
2005,exp,949,95.86818929,Other Boards & Commissions
2005,exp,959,8547.14007623,K-12 Education
2005,exp,960,2630.7391597600003,University Education
2005,exp,480,NA,Check Me!
2005,exp,903,1351.8173164500001,Debt Service
2005,exp,970,4674.178671850001,Local Govt Transfers
2006,exp,402,420.74231824000003,Aging
2006,exp,406,83.68657728,Agriculture
2006,exp,416,696.2079002300001,Central Management
2006,exp,418,1241.37023341,Children And Family Services
2006,exp,420,595.18029102,Commerce And Economic Opportunity
2006,exp,422,246.08094619,Natural Resources
2006,exp,426,1243.6461883900001,Corrections
2006,exp,427,207.41371922,Employment Security
2006,exp,444,4863.117340899999,Human Services
2006,exp,478,728.13891539,Family Services Net Medicaid
2006,exp,482,296.87109429000003,Public Health
2006,exp,492,839.11021005,Revenue
2006,exp,494,2789.6782869699996,Transportation
2006,exp,532,379.59220369,Environmental Protect Agency
2006,exp,557,1073.7547139,Il State Toll Highway Auth
2006,exp,904,1622.83187374,State Employee Healthcare
2006,exp,910,81.13655779000001,Legislative
2006,exp,920,367.81251126,Judicial
2006,exp,930,607.33315195,Elected Officers
2006,exp,941,618.2028245399999,Public Safety
2006,exp,944,185.57031815000002,Bus & Profession Regulation
2006,exp,945,10465.75244916,Medicaid
2006,exp,946,493.31643924,Capital Improvement
2006,exp,948,94.6858667,Other Departments
2006,exp,949,160.93020984999998,Other Boards & Commissions
2006,exp,959,8487.6210515,K-12 Education
2006,exp,960,2552.56106196,University Education
2006,exp,480,NA,Check Me!
2006,exp,903,1415.45327269,Debt Service
2006,exp,970,5203.7770244,Local Govt Transfers
2007,exp,402,488.66086377,Aging
2007,exp,406,85.41983256,Agriculture
2007,exp,416,719.87088685,Central Management
2007,exp,418,1264.4590819500002,Children And Family Services
2007,exp,420,600.6981465800001,Commerce And Economic Opportunity
2007,exp,422,269.91242823000005,Natural Resources
2007,exp,426,1202.42697973,Corrections
2007,exp,427,199.63791457,Employment Security
2007,exp,444,4974.05601959,Human Services
2007,exp,478,689.1563349500001,Family Services Net Medicaid
2007,exp,482,331.38825210000005,Public Health
2007,exp,492,859.2767719499999,Revenue
2007,exp,494,3043.0967754000003,Transportation
2007,exp,532,419.66218423000004,Environmental Protect Agency
2007,exp,557,1432.8793855899999,Il State Toll Highway Auth
2007,exp,904,1751.62380245,State Employee Healthcare
2007,exp,910,88.29000701000001,Legislative
2007,exp,920,385.73391829,Judicial
2007,exp,930,673.25742938,Elected Officers
2007,exp,941,775.87941831,Public Safety
2007,exp,944,210.34187874,Bus & Profession Regulation
2007,exp,945,11198.462198,Medicaid
2007,exp,946,389.69792501,Capital Improvement
2007,exp,948,106.37627611,Other Departments
2007,exp,949,148.33261333000002,Other Boards & Commissions
2007,exp,959,9084.7151679,K-12 Education
2007,exp,960,2742.41237052,University Education
2007,exp,480,NA,Check Me!
2007,exp,903,1417.2083298799998,Debt Service
2007,exp,970,5578.12285448,Local Govt Transfers
2008,exp,402,527.2105026099999,Aging
2008,exp,406,87.3928307,Agriculture
2008,exp,416,737.60941875,Central Management
2008,exp,418,1270.0187734200001,Children And Family Services
2008,exp,420,440.7915918,Commerce And Economic Opportunity
2008,exp,422,248.84232648,Natural Resources
2008,exp,426,1289.5977314200002,Corrections
2008,exp,427,208.54797631,Employment Security
2008,exp,444,5223.37718063,Human Services
2008,exp,478,705.9498693200001,Family Services Net Medicaid
2008,exp,482,357.43549924,Public Health
2008,exp,492,865.59199166,Revenue
2008,exp,494,2859.62101219,Transportation
2008,exp,532,402.99820825,Environmental Protect Agency
2008,exp,557,1587.69669403,Il State Toll Highway Auth
2008,exp,904,1789.66790126,State Employee Healthcare
2008,exp,910,93.19296752,Legislative
2008,exp,920,410.9487733,Judicial
2008,exp,930,701.80756896,Elected Officers
2008,exp,941,799.49672095,Public Safety
2008,exp,944,212.19693187000001,Bus & Profession Regulation
2008,exp,945,12699.20047202,Medicaid
2008,exp,946,262.37155247,Capital Improvement
2008,exp,948,116.90878660000001,Other Departments
2008,exp,949,123.19313799,Other Boards & Commissions
2008,exp,959,9997.02207227,K-12 Education
2008,exp,960,2866.66951471,University Education
2008,exp,480,NA,Check Me!
2008,exp,903,1414.2337261,Debt Service
2008,exp,970,5873.26115267,Local Govt Transfers
2009,exp,402,606.6570098999999,Aging
2009,exp,406,81.09749885,Agriculture
2009,exp,416,719.1000071799999,Central Management
2009,exp,418,1283.6711937999999,Children And Family Services
2009,exp,420,521.31039045,Commerce And Economic Opportunity
2009,exp,422,233.02124969,Natural Resources
2009,exp,426,1373.88833232,Corrections
2009,exp,427,239.31307450999998,Employment Security
2009,exp,444,5433.036203,Human Services
2009,exp,478,717.13455263,Family Services Net Medicaid
2009,exp,482,359.92934066000004,Public Health
2009,exp,492,890.0247014199999,Revenue
2009,exp,494,3070.77228472,Transportation
2009,exp,532,418.87451501,Environmental Protect Agency
2009,exp,557,1599.27061967,Il State Toll Highway Auth
2009,exp,904,1770.02965118,State Employee Healthcare
2009,exp,910,100.05477834999999,Legislative
2009,exp,920,458.13939963,Judicial
2009,exp,930,709.44339277,Elected Officers
2009,exp,941,829.27332251,Public Safety
2009,exp,944,228.32591929999998,Bus & Profession Regulation
2009,exp,945,13826.58674312,Medicaid
2009,exp,946,166.64487599,Capital Improvement
2009,exp,948,123.50915284999999,Other Departments
2009,exp,949,182.78335033000002,Other Boards & Commissions
2009,exp,959,10903.4815421,K-12 Education
2009,exp,960,2964.3750348000003,University Education
2009,exp,480,NA,Check Me!
2009,exp,903,1421.07800529,Debt Service
2009,exp,970,5520.558796109999,Local Govt Transfers
2010,exp,402,728.08372988,Aging
2010,exp,406,82.50012842,Agriculture
2010,exp,416,809.26674147,Central Management
2010,exp,418,1231.19779724,Children And Family Services
2010,exp,420,1179.3221256400002,Commerce And Economic Opportunity
2010,exp,422,226.46634935,Natural Resources
2010,exp,426,1227.7357163299998,Corrections
2010,exp,427,283.23736447000005,Employment Security
2010,exp,444,5412.602871020001,Human Services
2010,exp,478,475.04717101,Family Services Net Medicaid
2010,exp,482,368.982773,Public Health
2010,exp,492,735.67488219,Revenue
2010,exp,494,3814.5030255099996,Transportation
2010,exp,532,533.79507125,Environmental Protect Agency
2010,exp,557,1292.2441540799998,Il State Toll Highway Auth
2010,exp,904,1792.2102457199999,State Employee Healthcare
2010,exp,910,94.59504692,Legislative
2010,exp,920,466.20993094,Judicial
2010,exp,930,634.17690075,Elected Officers
2010,exp,941,782.4292196800001,Public Safety
2010,exp,944,254.96464039,Bus & Profession Regulation
2010,exp,945,14155.9385009,Medicaid
2010,exp,946,215.50493174000002,Capital Improvement
2010,exp,948,837.7780649399999,Other Departments
2010,exp,949,351.93751530000003,Other Boards & Commissions
2010,exp,959,11943.80681675,K-12 Education
2010,exp,960,2758.1001340099997,University Education
2010,exp,480,NA,Check Me!
2010,exp,903,1387.92024044,Debt Service
2010,exp,970,5194.19321064,Local Govt Transfers
2011,exp,402,715.47782211,Aging
2011,exp,406,73.95357623999999,Agriculture
2011,exp,416,789.4800408,Central Management
2011,exp,418,1212.50991499,Children And Family Services
2011,exp,420,1159.6371303399999,Commerce And Economic Opportunity
2011,exp,422,235.46821960999998,Natural Resources
2011,exp,426,1270.99823625,Corrections
2011,exp,427,319.74996296000006,Employment Security
2011,exp,444,5709.87572503,Human Services
2011,exp,478,508.90313904000004,Family Services Net Medicaid
2011,exp,482,316.13354932,Public Health
2011,exp,492,760.79805286,Revenue
2011,exp,494,4473.82647876,Transportation
2011,exp,532,770.6849133100001,Environmental Protect Agency
2011,exp,557,739.80110963,Il State Toll Highway Auth
2011,exp,904,1884.42773143,State Employee Healthcare
2011,exp,910,94.79883328999999,Legislative
2011,exp,920,427.62426833,Judicial
2011,exp,930,648.62827938,Elected Officers
2011,exp,941,804.9866428500001,Public Safety
2011,exp,944,239.78317912,Bus & Profession Regulation
2011,exp,945,14161.02022563,Medicaid
2011,exp,946,367.03495259,Capital Improvement
2011,exp,948,853.79407415,Other Departments
2011,exp,949,377.93332553000005,Other Boards & Commissions
2011,exp,959,11778.34331935,K-12 Education
2011,exp,960,2557.74994237,University Education
2011,exp,480,NA,Check Me!
2011,exp,903,1640.8520024000002,Debt Service
2011,exp,970,5529.052197790001,Local Govt Transfers
2012,exp,402,795.9358120899999,Aging
2012,exp,406,72.15963329,Agriculture
2012,exp,416,767.50941334,Central Management
2012,exp,418,1190.79955408,Children And Family Services
2012,exp,420,1027.28775227,Commerce And Economic Opportunity
2012,exp,422,228.25995989,Natural Resources
2012,exp,426,1281.9039491299998,Corrections
2012,exp,427,270.32791806,Employment Security
2012,exp,444,5271.63734916,Human Services
2012,exp,478,541.11739044,Family Services Net Medicaid
2012,exp,482,408.44516953,Public Health
2012,exp,492,524.60824528,Revenue
2012,exp,494,4463.758309399999,Transportation
2012,exp,532,653.5788828899999,Environmental Protect Agency
2012,exp,557,698.72918798,Il State Toll Highway Auth
2012,exp,904,2353.706227,State Employee Healthcare
2012,exp,910,111.46175125,Legislative
2012,exp,920,450.40709668,Judicial
2012,exp,930,681.32180763,Elected Officers
2012,exp,941,792.64923628,Public Safety
2012,exp,944,258.30725276,Bus & Profession Regulation
2012,exp,945,12228.48252349,Medicaid
2012,exp,946,619.42823287,Capital Improvement
2012,exp,948,1641.44477894,Other Departments
2012,exp,949,330.19927584,Other Boards & Commissions
2012,exp,959,11371.762608719999,K-12 Education
2012,exp,960,3475.3413429,University Education
2012,exp,480,NA,Check Me!
2012,exp,903,1784.8645659000001,Debt Service
2012,exp,970,5568.990849299999,Local Govt Transfers
2013,exp,402,1121.4135922799999,Aging
2013,exp,406,72.01753467,Agriculture
2013,exp,416,920.22617999,Central Management
2013,exp,418,1136.6463996500001,Children And Family Services
2013,exp,420,979.62269692,Commerce And Economic Opportunity
2013,exp,422,244.19380084,Natural Resources
2013,exp,426,1252.5710594700001,Corrections
2013,exp,427,266.26083701000005,Employment Security
2013,exp,444,5612.10346521,Human Services
2013,exp,478,389.52460651,Family Services Net Medicaid
2013,exp,482,363.25847551,Public Health
2013,exp,492,425.49168174,Revenue
2013,exp,494,4295.8411367,Transportation
2013,exp,532,537.61661399,Environmental Protect Agency
2013,exp,557,950.24235075,Il State Toll Highway Auth
2013,exp,904,2174.92617471,State Employee Healthcare
2013,exp,910,135.59799085,Legislative
2013,exp,920,441.04275514999995,Judicial
2013,exp,930,685.0014465700001,Elected Officers
2013,exp,941,838.6849729500001,Public Safety
2013,exp,944,275.85110486,Bus & Profession Regulation
2013,exp,945,14776.36709009,Medicaid
2013,exp,946,532.58986569,Capital Improvement
2013,exp,948,1792.34128779,Other Departments
2013,exp,949,281.5074729,Other Boards & Commissions
2013,exp,959,11439.90268783,K-12 Education
2013,exp,960,3714.61978735,University Education
2013,exp,480,NA,Check Me!
2013,exp,903,1802.85670795,Debt Service
2013,exp,970,5828.579201660001,Local Govt Transfers
2014,exp,402,993.99703003,Aging
2014,exp,406,75.26141904,Agriculture
2014,exp,416,934.4582196800001,Central Management
2014,exp,418,1129.14244855,Children And Family Services
2014,exp,420,1051.76127151,Commerce And Economic Opportunity
2014,exp,422,278.79288099,Natural Resources
2014,exp,426,1355.49113703,Corrections
2014,exp,427,251.08554735,Employment Security
2014,exp,444,5628.19878617,Human Services
2014,exp,478,484.17435557,Family Services Net Medicaid
2014,exp,482,466.14053437,Public Health
2014,exp,492,494.61930174,Revenue
2014,exp,494,4472.90348041,Transportation
2014,exp,532,482.30877573,Environmental Protect Agency
2014,exp,557,1423.40512143,Il State Toll Highway Auth
2014,exp,904,2625.89449946,State Employee Healthcare
2014,exp,910,111.01946722,Legislative
2014,exp,920,500.1949133,Judicial
2014,exp,930,751.18176665,Elected Officers
2014,exp,941,836.9996822300001,Public Safety
2014,exp,944,307.13789706,Bus & Profession Regulation
2014,exp,945,15189.78782041,Medicaid
2014,exp,946,741.29798837,Capital Improvement
2014,exp,948,1833.05967568,Other Departments
2014,exp,949,268.94709935000003,Other Boards & Commissions
2014,exp,959,12436.095890139999,K-12 Education
2014,exp,960,3891.68846847,University Education
2014,exp,480,NA,Check Me!
2014,exp,903,1920.01656271,Debt Service
2014,exp,970,6030.58129638,Local Govt Transfers
2015,exp,402,1032.28520912,Aging
2015,exp,406,73.00399878,Agriculture
2015,exp,416,893.1126443200001,Central Management
2015,exp,418,1117.86477881,Children And Family Services
2015,exp,420,993.7598186399999,Commerce And Economic Opportunity
2015,exp,422,312.43421954,Natural Resources
2015,exp,426,1386.3538884700001,Corrections
2015,exp,427,218.49438684,Employment Security
2015,exp,444,5902.28620534,Human Services
2015,exp,478,429.61848968,Family Services Net Medicaid
2015,exp,482,405.09321428000004,Public Health
2015,exp,492,459.16197841999997,Revenue
2015,exp,494,4535.09563187,Transportation
2015,exp,532,641.78261622,Environmental Protect Agency
2015,exp,557,1894.3990662200001,Il State Toll Highway Auth
2015,exp,904,2454.66639179,State Employee Healthcare
2015,exp,910,107.43969871,Legislative
2015,exp,920,530.7641648,Judicial
2015,exp,930,809.10298841,Elected Officers
2015,exp,941,783.25973628,Public Safety
2015,exp,944,313.65270847,Bus & Profession Regulation
2015,exp,945,16913.59457004,Medicaid
2015,exp,946,753.98041336000006,Capital Improvement
2015,exp,948,2250.4669273600002,Other Departments
2015,exp,949,248.69468878,Other Boards & Commissions
2015,exp,959,12349.90314908,K-12 Education
2015,exp,960,3832.42751862,University Education
2015,exp,480,NA,Check Me!
2015,exp,903,2014.55568518,Debt Service
2015,exp,970,6283.47793569,Local Govt Transfers
2016,exp,402,710.71382203,Aging
2016,exp,406,58.446296780000004,Agriculture
2016,exp,416,747.94754112,Central Management
2016,exp,418,1086.91477397,Children And Family Services
2016,exp,420,512.51323402,Commerce And Economic Opportunity
2016,exp,422,175.97519347,Natural Resources
2016,exp,426,955.6298708400001,Corrections
2016,exp,427,205.40274234,Employment Security
2016,exp,444,5065.8061307,Human Services
2016,exp,478,357.57391934,Family Services Net Medicaid
2016,exp,482,347.57350669,Public Health
2016,exp,492,435.23525141000005,Revenue
2016,exp,494,4333.51872362,Transportation
2016,exp,532,818.1649149,Environmental Protect Agency
2016,exp,557,2245.99601849,Il State Toll Highway Auth
2016,exp,904,478.67398667000003,State Employee Healthcare
2016,exp,910,105.45981389,Legislative
2016,exp,920,519.80472892,Judicial
2016,exp,930,698.04878095,Elected Officers
2016,exp,941,737.04391661,Public Safety
2016,exp,944,234.27612735,Bus & Profession Regulation
2016,exp,945,17034.82557192,Medicaid
2016,exp,946,95.50588327,Capital Improvement
2016,exp,948,2054.92817202,Other Departments
2016,exp,949,213.04733271999999,Other Boards & Commissions
2016,exp,959,13092.4521344,K-12 Education
2016,exp,960,2472.24072372,University Education
2016,exp,480,NA,Check Me!
2016,exp,903,1906.0034094300001,Debt Service
2016,exp,970,6231.73605521,Local Govt Transfers
2017,exp,402,1256.49877458,Aging
2017,exp,406,72.44952333,Agriculture
2017,exp,416,1146.58032744,Central Management
2017,exp,418,1076.27115386,Children And Family Services
2017,exp,420,649.2998035700001,Commerce And Economic Opportunity
2017,exp,422,232.45793626,Natural Resources
2017,exp,426,1275.4857715,Corrections
2017,exp,427,193.98612000999998,Employment Security
2017,exp,444,5409.73459971,Human Services
2017,exp,478,388.51204875,Family Services Net Medicaid
2017,exp,482,373.35684664999997,Public Health
2017,exp,492,509.84963619999996,Revenue
2017,exp,494,4179.54269487,Transportation
2017,exp,532,925.2574473000001,Environmental Protect Agency
2017,exp,557,1763.57585644,Il State Toll Highway Auth
2017,exp,904,3320.90217221,State Employee Healthcare
2017,exp,910,111.25980329000001,Legislative
2017,exp,920,552.66661213,Judicial
2017,exp,930,737.6311272,Elected Officers
2017,exp,941,826.59477738,Public Safety
2017,exp,944,201.9391916,Bus & Profession Regulation
2017,exp,945,17852.95398318,Medicaid
2017,exp,946,258.04527121,Capital Improvement
2017,exp,948,2055.95321106,Other Departments
2017,exp,949,217.98582346999999,Other Boards & Commissions
2017,exp,959,13760.765585620002,K-12 Education
2017,exp,960,4066.77929331,University Education
2017,exp,480,NA,Check Me!
2017,exp,903,1851.63592052,Debt Service
2017,exp,970,6459.7416522799995,Local Govt Transfers
2018,exp,402,954.13448546,Aging
2018,exp,406,87.24809846,Agriculture
2018,exp,416,1011.60594653,Central Management
2018,exp,418,1084.8222748399999,Children And Family Services
2018,exp,420,498.38432916,Commerce And Economic Opportunity
2018,exp,422,254.12127471,Natural Resources
2018,exp,426,1949.21206613,Corrections
2018,exp,427,236.51142621,Employment Security
2018,exp,444,5436.21393326,Human Services
2018,exp,478,411.3528003,Family Services Net Medicaid
2018,exp,482,379.31343485,Public Health
2018,exp,492,550.3731216699999,Revenue
2018,exp,494,3599.8246789699997,Transportation
2018,exp,532,906.34216879,Environmental Protect Agency
2018,exp,557,1467.50758754,Il State Toll Highway Auth
2018,exp,904,5851.72845374,State Employee Healthcare
2018,exp,910,111.30947664,Legislative
2018,exp,920,565.93961498,Judicial
2018,exp,930,842.29068549,Elected Officers
2018,exp,941,899.64130248,Public Safety
2018,exp,944,193.83398981,Bus & Profession Regulation
2018,exp,945,18587.36222093,Medicaid
2018,exp,946,226.50150585,Capital Improvement
2018,exp,948,2264.54194499,Other Departments
2018,exp,949,218.36028625999998,Other Boards & Commissions
2018,exp,959,14567.264292360001,K-12 Education
2018,exp,960,3665.40555593,University Education
2018,exp,480,NA,Check Me!
2018,exp,903,1970.69456089,Debt Service
2018,exp,970,6180.91691266,Local Govt Transfers
2019,exp,402,987.88190369,Aging
2019,exp,406,78.66847491,Agriculture
