Year,type,Category,Dollars,Category_name
2009,exp,406,76.79424644,Agriculture
2009,exp,416,698.24796487,Central Management
2009,exp,418,1245.2930475599999,Children And Family Services
2009,exp,420,517.89638111,Commerce And Economic Opportunity
2009,exp,422,218.61726002,Natural Resources
2009,exp,426,1219.63546087,Corrections
2009,exp,427,217.64145230000003,Employment Security
2009,exp,444,5278.75901159,Human Services
2009,exp,478,691.0586495,Family Services Net Medicaid
2009,exp,482,350.11362122,Public Health
2009,exp,492,866.10326248,Revenue
2009,exp,494,2991.99931869,Transportation
2009,exp,532,411.11934623,Environmental Protect Agency
2009,exp,557,1599.27061967,Il State Toll Highway Auth
2009,exp,901,2800.3355211599996,State Pension Contribution
2009,exp,904,1770.02965118,State Employee Healthcare
2009,exp,910,82.96979596999999,Legislative
2009,exp,920,386.94904313,Judicial
2009,exp,930,651.7437104500001,Elected Officers
2009,exp,941,756.4113963200001,Public Safety
2009,exp,944,211.57613392,Bus & Profession Regulation
2009,exp,945,13826.58674312,Medicaid
2009,exp,946,165.01668231,Capital Improvement
2009,exp,948,108.8598915,Other Departments
2009,exp,949,177.50172112,Other Boards & Commissions
2009,exp,959,9373.42888669,K-12 Education
2009,exp,960,2511.01732984,University Education
2009,exp,903,1421.07800529,Debt Service
2009,exp,970,5520.558796109999,Local Govt Transfers
2010,exp,402,727.76948072,Aging
2010,exp,406,80.74965711,Agriculture
2010,exp,416,784.3394492699999,Central Management
2010,exp,418,1231.19779724,Children And Family Services
2010,exp,420,1176.48284956,Commerce And Economic Opportunity
2010,exp,422,215.93285683000002,Natural Resources
2010,exp,426,1225.29855175,Corrections
2010,exp,427,250.38671764000003,Employment Security
2010,exp,444,5391.83264831,Human Services
2010,exp,478,456.82789949,Family Services Net Medicaid
2010,exp,482,365.38124025,Public Health
2010,exp,492,724.75031363,Revenue
2010,exp,494,3703.43911386,Transportation
2010,exp,532,523.29791133,Environmental Protect Agency
2010,exp,557,1292.2441540799998,Il State Toll Highway Auth
2010,exp,901,3352.19265717,State Pension Contribution
2010,exp,904,1792.2102457199999,State Employee Healthcare
2010,exp,910,84.19877295,Legislative
2010,exp,920,387.78624246,Judicial
2010,exp,930,631.13601559,Elected Officers
2010,exp,941,775.6503651700001,Public Safety
2010,exp,944,232.03205838,Bus & Profession Regulation
2010,exp,945,14155.9385009,Medicaid
2010,exp,946,213.24860784999998,Capital Improvement
2010,exp,948,112.66413984,Other Departments
2010,exp,949,349.07299386,Other Boards & Commissions
2010,exp,959,9847.05714594,K-12 Education
2010,exp,960,2606.76444766,University Education
2010,exp,903,1387.92024044,Debt Service
2010,exp,970,5194.19321064,Local Govt Transfers
2011,exp,402,715.1087197200001,Aging
2011,exp,406,71.97837896000001,Agriculture
2011,exp,416,768.21648391,Central Management
2011,exp,418,1212.50991499,Children And Family Services
2011,exp,420,1157.73521944,Commerce And Economic Opportunity
2011,exp,422,223.80794,Natural Resources
2011,exp,426,1268.25513525,Corrections
2011,exp,427,286.70133017,Employment Security
2011,exp,444,5688.81017247,Human Services
2011,exp,478,490.51363605,Family Services Net Medicaid
2011,exp,482,312.49000277,Public Health
2011,exp,492,749.56228586,Revenue
2011,exp,494,4358.79869487,Transportation
2011,exp,532,760.30463019,Environmental Protect Agency
2011,exp,557,739.80110963,Il State Toll Highway Auth
2011,exp,901,3381.4623321999998,State Pension Contribution
2011,exp,904,1884.42773143,State Employee Healthcare
2011,exp,910,83.75182303,Legislative
2011,exp,920,365.12459701999995,Judicial
2011,exp,930,645.09198688,Elected Officers
2011,exp,941,797.75816749,Public Safety
2011,exp,944,217.03501186,Bus & Profession Regulation
2011,exp,945,14161.02022563,Medicaid
2011,exp,946,364.70846998,Capital Improvement
2011,exp,948,122.87327737000001,Other Departments
2011,exp,949,374.89043461,Other Boards & Commissions
2011,exp,959,9561.133293719999,K-12 Education
2011,exp,960,2491.16417172,University Education
2011,exp,903,1640.8520024000002,Debt Service
2011,exp,970,5529.052197790001,Local Govt Transfers
2012,exp,402,795.4911003499999,Aging
2012,exp,406,69.76364573000001,Agriculture
2012,exp,416,739.46873061,Central Management
2012,exp,418,1190.79955408,Children And Family Services
2012,exp,420,1026.1218293099998,Commerce And Economic Opportunity
2012,exp,422,215.01717597,Natural Resources
2012,exp,426,1278.17042926,Corrections
2012,exp,427,230.44583538999998,Employment Security
2012,exp,444,5246.26421915,Human Services
2012,exp,478,515.50080011,Family Services Net Medicaid
2012,exp,482,403.59836050999996,Public Health
2012,exp,492,512.60066612,Revenue
2012,exp,494,4317.35928662,Transportation
2012,exp,532,640.0139991799999,Environmental Protect Agency
2012,exp,557,698.72918798,Il State Toll Highway Auth
2012,exp,901,4763.30443958,State Pension Contribution
2012,exp,904,2353.706227,State Employee Healthcare
2012,exp,910,100.08490721,Legislative
2012,exp,920,386.59251265,Judicial
2012,exp,930,676.07502435,Elected Officers
2012,exp,941,783.54213474,Public Safety
2012,exp,944,228.27692078,Bus & Profession Regulation
2012,exp,945,12228.48252349,Medicaid
2012,exp,946,616.3252273400001,Capital Improvement
2012,exp,948,728.63252171,Other Departments
2012,exp,949,326.11312167,Other Boards & Commissions
2012,exp,959,8951.51668604,K-12 Education
2012,exp,960,2490.71427996,University Education
2012,exp,903,1784.8645659000001,Debt Service
2012,exp,970,5568.990849299999,Local Govt Transfers
2013,exp,402,1121.0722073,Aging
2013,exp,406,69.55234591,Agriculture
2013,exp,416,890.67455036,Central Management
2013,exp,418,1136.6463996500001,Children And Family Services
2013,exp,420,979.62269692,Commerce And Economic Opportunity
2013,exp,422,231.35040547999998,Natural Resources
2013,exp,426,1248.96883953,Corrections
2013,exp,427,227.25283747,Employment Security
2013,exp,444,5584.3246481099995,Human Services
2013,exp,478,359.48150925,Family Services Net Medicaid
2013,exp,482,357.7134801,Public Health
2013,exp,492,412.80672923000003,Revenue
2013,exp,494,4132.94676734,Transportation
2013,exp,532,523.42118719,Environmental Protect Agency
2013,exp,557,950.24235075,Il State Toll Highway Auth
2013,exp,901,5688.68919052,State Pension Contribution
2013,exp,904,2174.92617471,State Employee Healthcare
2013,exp,910,120.57795939,Legislative
2013,exp,920,352.50807242,Judicial
2013,exp,930,680.0304490599999,Elected Officers
2013,exp,941,828.8544314400001,Public Safety
2013,exp,944,243.48618563999997,Bus & Profession Regulation
2013,exp,945,14776.36709009,Medicaid
2013,exp,946,528.8773000799999,Capital Improvement
2013,exp,948,732.06452278,Other Departments
2013,exp,949,276.63878429000005,Other Boards & Commissions
2013,exp,959,8722.2484437,K-12 Education
2013,exp,960,2306.5607324000002,University Education
2013,exp,903,1802.85670795,Debt Service
2013,exp,970,5828.579201660001,Local Govt Transfers
2014,exp,402,993.6345765599999,Aging
2014,exp,406,72.47230148999999,Agriculture
2014,exp,416,903.15645861,Central Management
2014,exp,418,1129.14244855,Children And Family Services
2014,exp,420,1051.76127151,Commerce And Economic Opportunity
2014,exp,422,263.23042145,Natural Resources
2014,exp,426,1351.49152346,Corrections
2014,exp,427,251.08554735,Employment Security
2014,exp,444,5600.14806947,Human Services
2014,exp,478,452.28582456,Family Services Net Medicaid
2014,exp,482,460.39329391,Public Health
2014,exp,492,480.30219593,Revenue
2014,exp,494,4285.67548851,Transportation
2014,exp,532,467.53463295,Environmental Protect Agency
2014,exp,557,1423.40512143,Il State Toll Highway Auth
2014,exp,901,6619.07551588,State Pension Contribution
2014,exp,904,2625.89449946,State Employee Healthcare
2014,exp,910,96.26091303,Legislative
2014,exp,920,373.07615517,Judicial
2014,exp,930,745.47815414,Elected Officers
2014,exp,941,827.336456,Public Safety
2014,exp,944,272.25731694999996,Bus & Profession Regulation
2014,exp,945,15189.78782041,Medicaid
2014,exp,946,737.03866399,Capital Improvement
2014,exp,948,724.7829230499999,Other Departments
2014,exp,949,262.99310400999997,Other Boards & Commissions
2014,exp,959,8981.82443794,K-12 Education
2014,exp,960,2376.34134307,University Education
2014,exp,903,1920.01656271,Debt Service
2014,exp,970,6030.58129638,Local Govt Transfers
2015,exp,402,1031.9755591800001,Aging
2015,exp,406,70.00167173,Agriculture
2015,exp,416,860.49748529,Central Management
2015,exp,418,1117.86477881,Children And Family Services
2015,exp,420,993.7598186399999,Commerce And Economic Opportunity
2015,exp,422,298.10899019,Natural Resources
2015,exp,426,1382.1140050899999,Corrections
2015,exp,427,218.49438684,Employment Security
2015,exp,444,5872.34861588,Human Services
2015,exp,478,394.8776347,Family Services Net Medicaid
2015,exp,482,399.09104701999996,Public Health
2015,exp,492,442.85503587,Revenue
2015,exp,494,4344.79361597,Transportation
2015,exp,532,626.3781617100001,Environmental Protect Agency
2015,exp,557,1894.3990662200001,Il State Toll Highway Auth
2015,exp,901,6719.10521412,State Pension Contribution
2015,exp,904,2454.66639179,State Employee Healthcare
2015,exp,910,90.72505298,Legislative
2015,exp,920,396.58512546,Judicial
2015,exp,930,802.1737679400001,Elected Officers
2015,exp,941,773.16553128,Public Safety
2015,exp,944,276.54183974,Bus & Profession Regulation
2015,exp,945,16913.59457004,Medicaid
2015,exp,946,749.41715153,Capital Improvement
2015,exp,948,1088.18518914,Other Departments
2015,exp,949,242.33232605,Other Boards & Commissions
2015,exp,959,8906.215777149999,K-12 Education
2015,exp,960,2285.2118553,University Education
2015,exp,903,2014.55568518,Debt Service
2015,exp,970,6283.47793569,Local Govt Transfers
2016,exp,402,710.4086324,Aging
2016,exp,406,55.451731159999994,Agriculture
2016,exp,416,718.94904093,Central Management
2016,exp,418,1086.91477397,Children And Family Services
2016,exp,420,512.51323402,Commerce And Economic Opportunity
2016,exp,422,162.70346392,Natural Resources
2016,exp,426,951.33824847,Corrections
2016,exp,427,205.40274234,Employment Security
2016,exp,444,5035.80047107,Human Services
2016,exp,478,322.37879783,Family Services Net Medicaid
2016,exp,482,341.00264357,Public Health
2016,exp,492,417.97020576,Revenue
2016,exp,494,4143.81243145,Transportation
2016,exp,532,802.5414628,Environmental Protect Agency
2016,exp,557,2245.99601849,Il State Toll Highway Auth
2016,exp,901,7309.21600574,State Pension Contribution
2016,exp,904,478.67398667000003,State Employee Healthcare
2016,exp,910,88.46375525,Legislative
2016,exp,920,387.46478177,Judicial
2016,exp,930,690.8194249500001,Elected Officers
2016,exp,941,726.33873068,Public Safety
2016,exp,944,196.56161147999998,Bus & Profession Regulation
2016,exp,945,17034.82557192,Medicaid
2016,exp,946,90.96402408,Capital Improvement
2016,exp,948,672.16611062,Other Departments
2016,exp,949,206.17036713,Other Boards & Commissions
2016,exp,959,9334.06926366,K-12 Education
2016,exp,960,867.54997086,University Education
2016,exp,903,1906.0034094300001,Debt Service
2016,exp,970,6231.73605521,Local Govt Transfers
2017,exp,402,1256.19765898,Aging
2017,exp,406,69.34993168999999,Agriculture
2017,exp,416,1140.0056983,Central Management
2017,exp,418,1076.27115386,Children And Family Services
2017,exp,420,649.2998035700001,Commerce And Economic Opportunity
2017,exp,422,219.72807243,Natural Resources
2017,exp,426,1274.50315513,Corrections
2017,exp,427,193.98612000999998,Employment Security
2017,exp,444,5382.6269387,Human Services
2017,exp,478,355.12242894999997,Family Services Net Medicaid
2017,exp,482,366.77336163,Public Health
2017,exp,492,495.28727991000005,Revenue
2017,exp,494,3999.06785252,Transportation
2017,exp,532,911.1420130800001,Environmental Protect Agency
2017,exp,557,1763.57585644,Il State Toll Highway Auth
2017,exp,901,7519.210361689999,State Pension Contribution
2017,exp,904,3320.90217221,State Employee Healthcare
2017,exp,910,88.74767435,Legislative
2017,exp,920,421.1659758,Judicial
2017,exp,930,730.50113272,Elected Officers
2017,exp,941,816.8848743200001,Public Safety
2017,exp,944,166.21668283000002,Bus & Profession Regulation
2017,exp,945,17852.95398318,Medicaid
2017,exp,946,253.79314911,Capital Improvement
2017,exp,948,734.4173807100001,Other Departments
2017,exp,949,211.69194276000002,Other Boards & Commissions
2017,exp,959,9758.33682932,K-12 Education
2017,exp,960,2391.16515622,University Education
2017,exp,903,1851.63592052,Debt Service
2017,exp,970,6459.7416522799995,Local Govt Transfers
2018,exp,402,953.84799884,Aging
2018,exp,406,84.16378461,Agriculture
2018,exp,416,998.29086796,Central Management
2018,exp,418,1084.8222748399999,Children And Family Services
2018,exp,420,498.38432916,Commerce And Economic Opportunity
2018,exp,422,241.39979723,Natural Resources
2018,exp,426,1945.24027946,Corrections
2018,exp,427,236.51142621,Employment Security
2018,exp,444,5405.121710859999,Human Services
2018,exp,478,380.88491195999995,Family Services Net Medicaid
2018,exp,482,372.7731038,Public Health
2018,exp,492,534.13442801,Revenue
2018,exp,494,3389.16385154,Transportation
2018,exp,532,892.8032080099999,Environmental Protect Agency
2018,exp,557,1467.50758754,Il State Toll Highway Auth
2018,exp,901,7642.69244659,State Pension Contribution
2018,exp,904,5851.72845374,State Employee Healthcare
2018,exp,910,89.44913764,Legislative
2018,exp,920,429.78640634,Judicial
2018,exp,930,834.67077166,Elected Officers
2018,exp,941,889.37394453,Public Safety
2018,exp,944,156.33061517,Bus & Profession Regulation
2018,exp,945,18587.36222093,Medicaid
2018,exp,946,222.21376053,Capital Improvement
2018,exp,948,932.08728375,Other Departments
2018,exp,949,211.52727471,Other Boards & Commissions
